Kind,Name,AvgCountLine,AvgCountLineBlank,AvgCountLineCode,AvgCountLineComment,AvgCyclomatic,CountClassBase,CountClassCoupled,CountClassCoupledModified,CountClassDerived,CountDeclClass,CountDeclClassMethod,CountDeclClassVariable,CountDeclExecutableUnit,CountDeclFile,CountDeclInstanceMethod,CountDeclInstanceVariable,CountDeclMethod,CountDeclMethodAll,CountDeclMethodPrivate,CountDeclMethodProtected,CountDeclMethodPublic,CountDeclMethodStrictPrivate,CountDeclMethodStrictPublished,CountDeclModule,CountDeclProperty,CountDeclSubprogram,CountLine,CountLineBlank,CountLineCode,CountLineCodeDecl,CountLineCodeExe,CountLineComment,CountLineInactive,CountStmt,CountStmtDecl,CountStmtExe,Cyclomatic,MaxCyclomatic,MaxInheritanceTree,MaxNesting,PercentLackOfCohesion,PercentLackOfCohesionModified,RatioCommentToCode,SumCyclomatic,CountDeclFunction,CountDeclMethodDefault,CountInput,CountOutput,CountSemicolon,CountDeclInstanceVariablePrivate,CountDeclInstanceVariableProtected,CountDeclInstanceVariablePublic,CountCCViol,CountCCViolType,CCViolDensityLine,CCViolDensityCode
File,"Config.java",5,0,5,0,1,,,,,1,0,0,1,,1,0,1,,0,0,0,,,,,,26,4,13,10,1,9,,8,7,1,,1,,0,,,"0,69",1,1,1,,,6,,,,0,0,"0,00","0,00"
File,"ConfigServiceApplication.java",3,0,3,0,1,,,,,1,1,0,1,,0,0,1,,0,0,1,,,,,,14,3,11,8,1,0,,7,6,1,,1,,0,,,"0,00",1,1,0,,,5,,,,0,0,"0,00","0,00"
File,"ConfigServiceApplicationTests.java",3,0,3,0,1,,,,,1,0,0,1,,1,0,1,,0,0,1,,,,,,16,4,12,10,0,0,,7,7,0,,1,,0,,,"0,00",1,1,0,,,5,,,,0,0,"0,00","0,00"
File,"EurekaServiceApplication.java",3,0,3,0,1,,,,,1,1,0,1,,0,0,1,,0,0,1,,,,,,14,3,11,8,1,0,,7,6,1,,1,,0,,,"0,00",1,1,0,,,5,,,,0,0,"0,00","0,00"
File,"EurekaServiceApplicationTests.java",3,0,3,0,1,,,,,1,0,0,1,,1,0,1,,0,0,1,,,,,,16,4,12,10,0,0,,7,7,0,,1,,0,,,"0,00",1,1,0,,,5,,,,0,0,"0,00","0,00"
File,"MainController.java",8,0,8,0,1,,,,,1,0,0,3,,3,2,3,,0,0,3,,,,,,71,8,54,37,14,10,,41,30,12,,2,,1,,,"0,19",4,3,0,,,36,,,,0,0,"0,00","0,00"
File,"MongoConfig.java",4,0,4,0,1,,,,,1,0,0,2,,2,0,2,,0,1,1,,,,,,30,5,16,11,2,9,,10,8,2,,1,,0,,,"0,56",2,2,0,,,7,,,,0,0,"0,00","0,00"
File,"Movie.java",3,0,3,0,1,,,,,1,0,0,10,,10,4,10,,0,0,10,,,,,,75,18,48,26,11,9,,32,21,11,,1,,0,,,"0,19",10,10,0,,,21,,,,0,0,"0,00","0,00"
File,"Movie.java",3,0,3,0,1,,,,,1,0,0,11,,11,4,11,,0,0,11,,,,,,81,18,54,26,16,9,,38,22,16,,1,,0,,,"0,17",11,11,0,,,26,,,,0,0,"0,00","0,00"
File,"MovieController.java",10,0,10,0,1,,,,,1,0,0,5,,4,1,4,,0,0,4,,,,,,83,8,66,29,36,9,,49,22,31,,1,,0,,,"0,14",5,5,0,,,44,,,,0,0,"0,00","0,00"
File,"MovieDTO.java",3,0,3,0,1,,,,,1,0,0,6,,6,2,6,,0,0,6,,,,,,41,9,23,10,6,9,,16,10,6,,1,,0,,,"0,39",6,6,0,,,9,,,,0,0,"0,00","0,00"
File,"MovieDTO.java",3,0,3,0,1,,,,,1,0,0,9,,9,3,9,,0,0,9,,,,,,58,14,35,14,11,9,,25,14,11,,1,,0,,,"0,26",9,9,0,,,15,,,,0,0,"0,00","0,00"
File,"MovieRepo.java",0,0,0,0,0,,,,,1,0,0,0,,1,0,1,,0,0,1,,,,,,17,3,5,4,0,9,,4,4,0,,0,,0,,,"1,80",0,1,0,,,3,,,,0,0,"0,00","0,00"
File,"MovieRepo.java",0,0,0,0,0,,,,,1,0,0,0,,2,0,2,,0,0,2,,,,,,30,4,17,16,0,9,,7,7,0,,0,,0,,,"0,53",0,2,0,,,6,,,,0,0,"0,00","0,00"
File,"MovieService.java",0,0,0,0,0,,,,,1,0,0,0,,2,0,2,,0,0,0,,,,,,26,5,12,11,0,9,,8,8,0,,0,,0,,,"0,75",0,2,2,,,7,,,,0,0,"0,00","0,00"
File,"MovieServiceApplication.java",3,0,3,0,1,,,,,1,1,0,1,,0,0,1,,0,0,1,,,,,,14,3,11,8,1,0,,7,6,1,,1,,0,,,"0,00",1,1,0,,,5,,,,0,0,"0,00","0,00"
File,"MovieServiceApplicationTests.java",3,0,3,0,1,,,,,1,0,0,1,,1,0,1,,0,0,1,,,,,,16,4,12,10,0,0,,7,7,0,,1,,0,,,"0,00",1,1,0,,,5,,,,0,0,"0,00","0,00"
File,"MyConfiguration.java",7,0,7,1,1,,,,,1,0,0,3,,3,0,3,,0,0,3,,,,,,53,7,35,24,8,12,,19,15,5,,1,,0,,,"0,34",3,3,0,,,15,,,,0,0,"0,00","0,00"
File,"RecommendationClientApplication.java",3,0,3,0,1,,,,,1,1,0,1,,0,0,1,,0,0,1,,,,,,22,3,19,16,1,0,,11,10,1,,1,,0,,,"0,00",1,1,0,,,9,,,,0,0,"0,00","0,00"
File,"RecommendationClientApplicationTests.java",3,0,3,0,1,,,,,1,0,0,1,,1,0,1,,0,0,1,,,,,,16,4,12,10,0,0,,7,7,0,,1,,0,,,"0,00",1,1,0,,,5,,,,0,0,"0,00","0,00"
File,"RecommendationClientService.java",12,0,12,1,1,,,,,4,0,1,8,,3,1,3,,1,0,2,,,,,,95,12,74,51,41,12,,54,39,32,,1,,0,,,"0,16",8,8,0,,,51,,,,0,0,"0,00","0,00"
File,"RecommendationController.java",10,1,9,0,2,,,,,1,0,0,12,,6,2,6,,0,0,6,,,,,,124,22,92,36,49,10,,68,30,45,,3,,2,,,"0,11",19,12,0,,,54,,,,0,0,"0,00","0,00"
File,"RecommendationDTO.java",3,0,3,0,1,,,,,1,0,0,6,,6,2,6,,0,0,6,,,,,,47,10,28,14,7,9,,21,14,7,,1,,0,,,"0,32",6,6,0,,,14,,,,0,0,"0,00","0,00"
File,"RecommendationData.java",3,0,3,0,1,,,,,1,0,0,6,,6,2,6,,0,0,6,,,,,,44,10,25,12,6,9,,17,11,6,,1,,0,,,"0,36",6,6,0,,,10,,,,0,0,"0,00","0,00"
File,"RecommendationService.java",0,0,0,0,0,,,,,1,0,0,0,,1,0,1,,0,0,0,,,,,,22,4,9,8,0,9,,6,6,0,,0,,0,,,"1,00",0,1,1,,,5,,,,0,0,"0,00","0,00"
File,"RecommendationServiceApplication.java",3,0,3,0,1,,,,,1,1,0,1,,0,0,1,,0,0,1,,,,,,14,3,11,8,1,0,,7,6,1,,1,,0,,,"0,00",1,1,0,,,5,,,,0,0,"0,00","0,00"
File,"RecommendationServiceApplicationTests.java",3,0,3,0,1,,,,,1,0,0,1,,1,0,1,,0,0,1,,,,,,16,4,12,10,0,0,,7,7,0,,1,,0,,,"0,00",1,1,0,,,5,,,,0,0,"0,00","0,00"
File,"RecommendedMovieDTO.java",3,0,3,0,1,,,,,1,0,0,6,,6,2,6,,0,0,6,,,,,,41,9,23,10,6,9,,16,10,6,,1,,0,,,"0,39",6,6,0,,,9,,,,0,0,"0,00","0,00"
File,"User.java",3,0,3,0,1,,,,,1,0,0,13,,13,5,13,,0,0,13,,,,,,91,21,61,29,18,9,,43,25,18,,1,,0,,,"0,15",13,13,0,,,29,,,,0,0,"0,00","0,00"
File,"User.java",3,0,3,0,1,,,,,1,0,0,4,,4,4,4,,0,0,4,,,,,,46,10,27,19,3,9,,18,15,3,,1,,0,,,"0,33",4,4,0,,,13,,,,0,0,"0,00","0,00"
File,"UserController.java",4,0,4,0,1,,,,,1,0,0,2,,2,1,2,,0,0,2,,,,,,38,8,21,16,2,9,,13,11,2,,1,,0,,,"0,43",2,2,0,,,10,,,,0,0,"0,00","0,00"
File,"UserDTO.java",3,0,3,0,1,,,,,1,0,0,6,,6,2,6,,0,0,6,,,,,,42,10,23,10,6,9,,16,10,6,,1,,0,,,"0,39",6,6,0,,,9,,,,0,0,"0,00","0,00"
File,"UserRepo.java",0,0,0,0,0,,,,,1,0,0,0,,0,0,0,,0,0,0,,,,,,16,3,4,3,0,9,,3,3,0,,0,,0,,,"2,25",0,0,0,,,2,,,,0,0,"0,00","0,00"
File,"UserRepo.java",0,0,0,0,0,,,,,1,0,0,0,,0,0,0,,0,0,0,,,,,,16,3,4,3,0,9,,3,3,0,,0,,0,,,"2,25",0,0,0,,,2,,,,0,0,"0,00","0,00"
File,"UserService.java",0,0,0,0,0,,,,,1,0,0,0,,3,0,3,,0,0,0,,,,,,31,6,16,15,0,9,,11,11,0,,0,,0,,,"0,56",0,3,3,,,10,,,,0,0,"0,00","0,00"
File,"UserServiceApplication.java",3,0,3,0,1,,,,,1,1,0,1,,0,0,1,,0,0,1,,,,,,14,3,11,8,1,0,,7,6,1,,1,,0,,,"0,00",1,1,0,,,5,,,,0,0,"0,00","0,00"
File,"UserServiceApplicationTests.java",3,0,3,0,1,,,,,1,0,0,1,,1,0,1,,0,0,1,,,,,,16,4,12,10,0,0,,7,7,0,,1,,0,,,"0,00",1,1,0,,,5,,,,0,0,"0,00","0,00"
Package,"com",0,0,0,0,0,,,,,0,0,0,,0,0,0,0,,0,0,0,,,,,,0,0,0,0,0,0,,0,0,0,,0,,0,,,"0,00",0,,0,,,0,,,,,,,
Package,"com.example",5,0,5,0,1,,,,,29,6,0,,29,80,27,86,,0,1,84,,,,,,1070,203,711,427,178,158,,477,326,164,,3,,2,,,"0,22",98,,1,,,357,,,,,,,
Public Class,"com.example.Config",5,0,5,0,1,1,4,4,0,,0,0,,,1,0,1,13,0,0,0,,,,,,14,2,8,5,1,4,,3,2,1,,1,1,0,0,0,"0,50",1,,1,,,1,,,,,,,
Method,"com.example.Config.restTemplate",,,,,,,,,,,,,,,,,,,,,,,,,,,5,0,5,3,1,0,,2,1,1,1,,,0,,,"0,00",1,,,0,1,1,,,,,,,
Public Class,"com.example.ConfigServiceApplication",3,0,3,0,1,1,5,3,0,,1,0,,,0,0,1,13,0,0,1,,,,,,8,1,7,4,1,0,,3,2,1,,1,1,0,0,0,"0,00",1,,0,,,1,,,,,,,
Public Static Method,"com.example.ConfigServiceApplication.main",,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,3,1,1,0,,2,1,1,1,,,0,,,"0,00",1,,,1,1,1,,,,,,,
Public Class,"com.example.ConfigServiceApplicationTests",3,0,3,0,1,1,3,3,0,,0,0,,,1,0,1,13,0,0,1,,,,,,9,2,7,5,0,0,,2,2,0,,1,1,0,0,0,"0,00",1,,0,,,0,,,,,,,
Public Method,"com.example.ConfigServiceApplicationTests.contextLoads",,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,3,2,0,0,,1,1,0,1,,,0,,,"0,00",1,,,0,0,0,,,,,,,
Public Class,"com.example.EurekaServiceApplication",3,0,3,0,1,1,5,3,0,,1,0,,,0,0,1,13,0,0,1,,,,,,8,1,7,4,1,0,,3,2,1,,1,1,0,0,0,"0,00",1,,0,,,1,,,,,,,
Public Static Method,"com.example.EurekaServiceApplication.main",,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,3,1,1,0,,2,1,1,1,,,0,,,"0,00",1,,,1,1,1,,,,,,,
Public Class,"com.example.EurekaServiceApplicationTests",3,0,3,0,1,1,3,3,0,,0,0,,,1,0,1,13,0,0,1,,,,,,9,2,7,5,0,0,,2,2,0,,1,1,0,0,0,"0,00",1,,0,,,0,,,,,,,
Public Method,"com.example.EurekaServiceApplicationTests.contextLoads",,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,3,2,0,0,,1,1,0,1,,,0,,,"0,00",1,,,0,0,0,,,,,,,
Public Class,"com.example.MainController",8,0,8,0,1,1,20,11,0,,0,0,,,3,2,3,15,0,0,3,,,,,,42,6,32,15,14,5,,19,8,12,,2,1,1,67,67,"0,16",4,,0,,,14,,,,,,,
Public Method,"com.example.MainController.getRecommendation",,,,,,,,,,,,,,,,,,,,,,,,,,,11,0,11,4,6,1,,6,2,4,2,,,1,,,"0,09",2,,,6,7,4,,,,,,,
Public Method,"com.example.MainController.getUserDetails",,,,,,,,,,,,,,,,,,,,,,,,,,,4,0,4,2,1,0,,2,1,1,1,,,0,,,"0,00",1,,,3,2,1,,,,,,,
Public Method,"com.example.MainController.recoveryRecommendation",,,,,,,,,,,,,,,,,,,,,,,,,,,9,0,9,2,7,0,,8,2,7,1,,,0,,,"0,00",1,,,0,4,7,,,,,,,
Public Class,"com.example.MongoConfig",4,0,4,0,1,1,6,3,0,,0,0,,,2,0,2,14,0,1,1,,,,,,18,3,11,6,2,4,,5,3,2,,1,2,0,0,0,"0,36",2,,0,,,2,,,,,,,
Protected Method,"com.example.MongoConfig.getDatabaseName",,,,,,,,,,,,,,,,,,,,,,,,,,,4,0,4,2,1,0,,2,1,1,1,,,0,,,"0,00",1,,,0,1,1,,,,,,,
Public Method,"com.example.MongoConfig.mongo",,,,,,,,,,,,,,,,,,,,,,,,,,,4,0,4,2,1,0,,2,1,1,1,,,0,,,"0,00",1,,,0,1,1,,,,,,,
Public Class,"com.example.Movie",3,0,3,0,1,1,8,5,0,,0,0,,,10,4,10,22,0,0,10,,,,,,61,15,42,20,11,4,,26,15,11,,1,1,0,75,75,"0,10",10,,0,,,15,,,,,,,
Public Class,"com.example.Movie",3,0,3,0,1,1,6,3,0,,0,0,,,11,4,11,23,0,0,11,,,,,,68,16,48,20,16,4,,32,16,16,,1,1,0,64,64,"0,08",11,,0,,,20,,,,,,,
Public Constructor,"com.example.Movie.Movie",,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,2,1,0,0,,1,1,0,1,,,0,,,"0,00",1,,,0,1,0,,,,,,,
Public Constructor,"com.example.Movie.Movie",,,,,,,,,,,,,,,,,,,,,,,,,,,5,0,5,1,3,0,,4,1,3,1,,,0,,,"0,00",1,,,3,5,3,,,,,,,
Public Constructor,"com.example.Movie.Movie",,,,,,,,,,,,,,,,,,,,,,,,,,,4,0,4,1,2,0,,3,1,2,1,,,0,,,"0,00",1,,,0,4,2,,,,,,,
Public Constructor,"com.example.Movie.Movie",,,,,,,,,,,,,,,,,,,,,,,,,,,5,0,5,1,3,0,,4,1,3,1,,,0,,,"0,00",1,,,1,5,3,,,,,,,
Public Constructor,"com.example.Movie.Movie",,,,,,,,,,,,,,,,,,,,,,,,,,,5,0,5,1,3,0,,4,1,3,1,,,0,,,"0,00",1,,,3,4,3,,,,,,,
Public Method,"com.example.Movie.getCreatedDate",,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,3,1,1,0,,2,1,1,1,,,0,,,"0,00",1,,,1,1,1,,,,,,,
Public Method,"com.example.Movie.getDislikes",,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,3,1,1,0,,2,1,1,1,,,0,,,"0,00",1,,,1,1,1,,,,,,,
Public Method,"com.example.Movie.getGraphId",,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,3,1,1,0,,2,1,1,1,,,0,,,"0,00",1,,,1,1,1,,,,,,,
Public Method,"com.example.Movie.getId",,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,3,1,1,0,,2,1,1,1,,,0,,,"0,00",1,,,1,1,1,,,,,,,
Public Method,"com.example.Movie.getId",,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,3,1,1,0,,2,1,1,1,,,0,,,"0,00",1,,,1,1,1,,,,,,,
Public Method,"com.example.Movie.getLikes",,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,3,1,1,0,,2,1,1,1,,,0,,,"0,00",1,,,1,1,1,,,,,,,
Public Method,"com.example.Movie.getMovieId",,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,3,1,1,0,,2,1,1,1,,,0,,,"0,00",1,,,2,1,1,,,,,,,
Public Method,"com.example.Movie.getName",,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,3,1,1,0,,2,1,1,1,,,0,,,"0,00",1,,,2,1,1,,,,,,,
Public Method,"com.example.Movie.setCreatedDate",,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,3,1,1,0,,2,1,1,1,,,0,,,"0,00",1,,,1,1,1,,,,,,,
Public Method,"com.example.Movie.setDislikes",,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,3,1,1,0,,2,1,1,1,,,0,,,"0,00",1,,,1,1,1,,,,,,,
Public Method,"com.example.Movie.setGraphId",,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,3,1,1,0,,2,1,1,1,,,0,,,"0,00",1,,,1,1,1,,,,,,,
Public Method,"com.example.Movie.setId",,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,3,1,1,0,,2,1,1,1,,,0,,,"0,00",1,,,1,1,1,,,,,,,
Public Method,"com.example.Movie.setLikes",,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,3,1,1,0,,2,1,1,1,,,0,,,"0,00",1,,,1,1,1,,,,,,,
Public Method,"com.example.Movie.setMovieId",,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,3,1,1,0,,2,1,1,1,,,0,,,"0,00",1,,,1,1,1,,,,,,,
Public Method,"com.example.Movie.setName",,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,3,1,1,0,,2,1,1,1,,,0,,,"0,00",1,,,1,1,1,,,,,,,
Public Method,"com.example.Movie.toDTO",,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,3,1,1,0,,2,1,1,1,,,0,,,"0,00",1,,,0,2,1,,,,,,,
Public Class,"com.example.MovieController",12,0,12,0,1,1,21,10,0,,0,0,,,4,1,4,16,0,0,4,,,,,,64,6,54,17,36,4,,37,10,31,,1,1,0,25,25,"0,07",5,,0,,,32,,,,,,,
Public Method,"com.example.MovieController.getAllMovies",,,,,,,,,,,,,,,,,,,,,,,,,,,7,0,7,2,4,0,,2,1,1,1,,,0,,,"0,00",1,,,3,6,1,,,,,,,
Public Method,"com.example.MovieController.getListMovies",,,,,,,,,,,,,,,,,,,,,,,,,,,13,0,13,6,10,0,,9,5,8,1,,,0,,,"0,00",2,,,5,6,8,,,,,,,
Lambda Method,"com.example.MovieController.getListMovies.(lambda_expr_1)",,,,,,,,,,,,,,,,,,,,,,,,,,,4,0,4,1,3,0,,2,1,2,1,,,0,,,"0,00",1,,,2,5,2,,,,,,,
Public Method,"com.example.MovieController.getMovie",,,,,,,,,,,,,,,,,,,,,,,,,,,4,0,4,2,1,0,,2,1,1,1,,,0,,,"0,00",1,,,4,2,1,,,,,,,
Public Method,"com.example.MovieController.insertDummyData",,,,,,,,,,,,,,,,,,,,,,,,,,,24,0,24,2,21,0,,22,1,21,1,,,0,,,"0,00",1,,,3,3,21,,,,,,,
